czas,ax,ay,az,przyspieszenie
0.02595259525952595,25080,2274,17114,30447.766289171363
0.026102610261026102,24080,1928,17120,29608.41069696244
0.026252625262526252,22774,1586,17105,28526.32989012081
0.026402640264026403,21382,1262,17071,27389.80848782992
0.026552655265526554,20024,949,17045,26313.365463201397
0.026702670267026704,18615,650,17017,25229.328449247318
0.02685268526852685,17226,650,17017,24222.63125674005
0.027002700270027002,15774,286,16940,23148.74666153656
0.027152715271527152,15774,286,16940,23148.74666153656
0.027302730273027303,12662,-50,16797,21034.92222471954
0.027452745274527453,12662,-50,16797,21034.92222471954
0.027602760276027604,9849,-262,16725,19411.2614221745
0.02775277527752775,9849,-262,16725,19411.2614221745
0.0279027902790279,6816,-428,16603,17952.733747259776
0.028052805280528052,6816,-428,16603,17952.733747259776
0.028202820282028203,3773,-588,16540,16975.066214892948
0.028352835283528353,3773,-588,16540,16975.066214892948
0.028502850285028504,2277,-592,16482,16649.069553581667
0.028652865286528655,799,-632,16439,16470.53569256325
0.0288028802880288,-717,-647,16405,16433.40266043524
0.028952895289528952,-2201,-630,16363,16522.38088170104
0.029102910291029103,-3612,-664,16298,16706.652686878962
0.029252925292529253,-5021,-688,16233,17005.70710085294
0.029402940294029404,-6489,-681,16190,17455.28521680468
0.029552955295529554,-9251,-665,16144,18618.591837193275
0.0297029702970297,-9251,-665,16144,18618.591837193275
0.029852985298529852,-12280,-711,16004,20184.943324171112
0.030003000300030003,-12280,-711,16004,20184.943324171112
0.030153015301530153,-13467,-616,15985,20910.7572794483
0.030303030303030304,-14610,-561,15982,21660.820506158117
0.030453045304530454,-16120,-612,15906,22654.575255343014
0.0306030603060306,-17616,-654,15790,23665.909490235106
0.030753075307530752,-18808,-672,15731,24528.693585268662
0.030903090309030903,-20024,-726,15710,25461.57402832747
0.031053105310531053,-21310,-787,15664,26459.334175296248
0.031203120312031204,-22434,-818,15606,27340.459323135008
0.03135313531353135,-23633,-856,15574,28316.089083770024
0.0315031503150315,-25025,-899,15570,29487.009444838586
0.03165316531653165,-26157,-942,15587,30463.594370986495
0.0318031803180318,-26983,-1016,15600,31184.524126559958
0.03195319531953195,-27971,-1128,15570,32032.391808917422
0.032103210321032104,-29061,-1218,15529,32972.338194310694
0.032253225322532254,-29795,-1235,15538,33625.83372944082
0.032403240324032405,-30335,-1262,15564,34118.07387587992
0.032553255325532555,-31092,-1318,15530,34779.74249473392
0.032703270327032706,-31915,-1316,15483,35496.7937988771
0.03285328532853286,-32476,-1272,15492,36004.31396374607
0.033003300330033,-32764,-1274,15506,36270.35715291483
0.03315331533153315,-32764,-1308,15462,36252.77925897544
0.0333033303330333,-32764,-1362,15400,36228.36927050402
0.03345334533453345,-32764,-1430,15392,36227.58976250007
0.0336033603360336,-32764,-1430,15392,36227.58976250007
0.03375337533753375,-32764,-1452,15486,36268.5014303045
0.033903390339033904,-32764,-1452,15486,36268.5014303045
0.034053405340534054,-32764,-1331,15535,36284.81062373069
0.034203420342034205,-32764,-1331,15535,36284.81062373069
0.034353435343534355,-32764,-1306,15589,36307.05514084005
0.034503450345034506,-32697,-1278,15612,36255.50491994285
0.034653465346534656,-32312,-1226,15603,35902.95292869376
0.0348034803480348,-31870,-1186,15606,35505.64366407121
0.03495349534953495,-31022,-1160,15682,34779.81035025924
0.0351035103510351,-30131,-1092,15762,34022.20258889774
0.03525352535253525,-30131,-1092,15762,34022.20258889774
0.0354035403540354,-28842,-976,15744,32873.80531669554
0.03555355535553555,-28842,-976,15744,32873.80531669554
0.035703570357035704,-26782,-758,15886,31148.27577892555
0.035853585358535854,-26782,-758,15886,31148.27577892555
0.036003600360036005,-24319,-570,15976,29102.770263327166
0.036153615361536155,-24319,-570,15976,29102.770263327166
0.036303630363036306,-22452,-384,15988,27565.483924647506
0.036453645364536456,-22452,-384,15988,27565.483924647506
0.03660366036603661,-19922,-260,15939,25514.807563452247
0.03675367536753675,-19922,-260,15939,25514.807563452247
0.0369036903690369,-17924,-148,16034,24049.549600772152
0.03705370537053705,-16336,-71,16111,22944.155203449962
0.0372037203720372,-15312,-60,16128,22239.004653985754
0.03735373537353735,-14330,-87,16082,21540.36195146219
0.0375037503750375,-12871,-118,16085,20601.062836659665
0.037653765376537654,-10926,-27,16194,19535.194931200458
0.037803780378037805,-8997,134,16318,18634.40605439304
0.037953795379537955,-7391,68,16404,17992.296156966735
0.038103810381038106,-5823,-123,16462,17461.955846926197
0.038253825382538256,-4128,-212,16507,17016.649993462284
0.03840384038403841,-2512,-284,16562,16753.824757350187
0.03855385538553855,-1057,-411,16614,16652.662429773805
0.0387038703870387,345,-555,16632,16644.833252393968
0.03885388538853885,1818,-632,16647,16757.89834674981
0.039003900390039,3448,-621,16710,17073.325540151807
0.03915391539153915,5123,-633,16786,17561.76568571623
0.0393039303930393,6582,-729,16818,18074.824729440672
0.039453945394539454,7922,-825,16832,18621.356905445962
0.039603960396039604,9528,-832,16879,19400.40332054981
0.039753975397539755,11276,-832,16938,20365.07412213371
0.039903990399039906,12728,-904,16962,21225.660036851623
0.040054005400540056,13960,-950,16966,21991.572385802705
0.04020402040204021,15374,-899,16981,22924.27617177912
0.04035403540354036,16965,-838,17037,24057.698102686383
0.0405040504050405,18310,-828,17108,25072.40211866426
0.04065406540654065,19408,-833,17129,25899.16975503269
0.0408040804080408,20699,-818,17124,26876.552996989773
0.04095409540954095,22072,-762,17156,27965.731958952907
0.0411041104110411,23138,-742,17210,28846.173195070434
0.041254125412541254,24194,-728,17262,29729.72021395425
0.041404140414041404,25420,-678,17317,30765.476966886115
0.041554155415541555,26296,-695,17348,31510.565609014382
0.041704170417041705,26296,-695,17348,31510.565609014382
0.041854185418541856,27934,-519,17408,32918.32591429886
0.04200420042004201,27934,-519,17408,32918.32591429886
0.04215421542154216,29435,-450,17486,34240.063098656814
0.0423042304230423,29435,-450,17486,34240.063098656814
0.04245424542454245,30700,-297,17492,35334.80257479869
0.0426042604260426,30700,-297,17492,35334.80257479869
0.04275427542754275,31648,-124,17492,36160.49424440988
0.0429042904290429,31648,-124,17492,36160.49424440988
0.043054305430543054,32764,172,17536,37162.08519445592
0.043204320432043204,32764,172,17536,37162.08519445592
0.043354335433543355,32764,352,17520,37155.80708314651
0.043504350435043505,32764,554,17480,37139.426651471076
0.043654365436543656,32764,884,17472,37142.05077806017
0.043804380438043806,32764,1222,17487,37158.68874166579
0.04395439543954396,32764,1620,17512,37185.67250971804
0.04410441044104411,32764,2064,17512,37207.6596415308
0.04425442544254425,32764,2398,17481,37213.10872528658
0.0444044404440444,32764,3032,17410,37226.07715029882
0.04455445544554455,32764,3032,17410,37226.07715029882
0.0447044704470447,32764,3382,17448,37273.98991253821
0.044854485448544854,32764,3382,17448,37273.98991253821
0.045004500450045004,32273,3493,17438,36848.76418551917
0.045154515451545155,31289,3503,17369,35957.6791659306
0.045304530453045305,30324,3356,17292,35068.80345834457
0.045454545454545456,29359,3154,17229,34186.79625235451
0.045604560456045606,28572,3059,17210,33494.787131731406
0.04575457545754576,27762,2860,17228,32798.052198263234
0.04590459045904591,26471,2459,17200,31663.867767535918
0.04605460546054605,25148,2106,17142,30507.4630869235
0.0462046204620462,24181,1848,17113,29681.486384613556
0.04635463546354635,23077,1538,17081,28751.937917295243
0.0465046504650465,21609,1206,17043,27547.543738054035
0.04665466546654665,20155,948,17016,26394.449890081058
0.046804680468046804,18844,707,16973,25370.828011714555
0.046954695469546955,17468,482,16921,24324.547046142503
0.047104710471047105,15973,330,16884,23244.678638346453
0.047254725472547256,14466,184,16854,22211.625964796003
0.047404740474047406,13014,10,16813,21261.26207448655
0.04755475547554756,11532,-151,16742,20329.88905528016
0.04770477047704771,9955,-278,16659,19408.801869255094
0.04785478547854786,8448,-344,16609,18637.218703443923
0.048004800480048,7058,-386,16592,18034.93343486468
0.04815481548154815,7058,-386,16592,18034.93343486468
0.0483048304830483,3968,-427,16569,17042.86108609702
0.04845484548454845,3968,-427,16569,17042.86108609702
0.048604860486048604,1004,-534,16501,16540.138240051077
0.048754875487548754,1004,-534,16501,16540.138240051077
0.048904890489048905,-2060,-570,16347,16486.142938844125
0.049054905490549056,-2060,-570,16347,16486.142938844125
0.049204920492049206,-4716,-560,16280,16958.55701408584
0.04935493549354936,-6212,-589,16263,17418.984872833433
0.04950495049504951,-7670,-568,16216,17947.428228021974
0.04965496549654966,-9101,-541,16126,18524.814654943246
0.04980498049804981,-9101,-541,16126,18524.814654943246
0.04995499549954995,-12012,-610,15949,19975.75643123434
0.0501050105010501,-12012,-610,15949,19975.75643123434
0.05025502550255025,-14560,-558,15910,21573.89774704608
0.050405040504050404,-14560,-558,15910,21573.89774704608
0.050555055505550554,-17426,-632,15820,23544.368753483282
0.050705070507050705,-17426,-632,15820,23544.368753483282
0.050855085508550855,-19980,-673,15754,25452.73747556439
0.051005100510051006,-19980,-673,15754,25452.73747556439
0.05115511551155116,-22335,-801,15641,27278.83258132576
0.05130513051305131,-22335,-801,15641,27278.83258132576
0.05145514551455146,-23465,-859,15662,28224.853409716765
0.05160516051605161,-24904,-958,15672,29440.42397792532
0.05175517551755175,-26148,-1033,15644,30488.025993822557
0.0519051905190519,-26916,-1076,15618,31137.609991776826
0.05205520552055205,-27810,-1117,15605,31908.616610564615
0.052205220522052204,-28940,-1220,15592,32895.62986173087
0.052355235523552354,-29671,-1258,15602,33546.582672457116
0.052505250525052505,-30234,-1238,15602,34044.82051648973
0.052655265526552655,-31202,-1306,15540,34882.116334878534
0.052805280528052806,-32016,-1331,15502,35596.457983906206
0.052955295529552956,-32279,-1330,15528,35844.407164856275
0.05310531053105311,-32629,-1394,15526,36161.46502839729
0.05325532553255326,-32764,-1397,15471,36259.938582407995
0.05340534053405341,-32764,-1380,15424,36239.25871206529
0.05355535553555356,-32764,-1423,15424,36240.92163563173
0.0537053705370537,-32764,-1437,15426,36242.32527032447
0.05385538553855385,-32764,-1444,15414,36237.497540531134
0.054005400540054004,-32764,-1461,15449,36253.08011741899
0.054155415541554154,-32764,-1410,15488,36267.69830027817
0.054305430543054305,-32764,-1365,15490,36266.830865130745
0.054455445544554455,-32764,-1378,15503,36272.876767634516
0.054605460546054606,-32764,-1354,15527,36282.2372656373
0.054755475547554756,-32527,-1286,15575,36086.56467440479
0.05490549054905491,-31881,-1178,15662,35539.89433017493
0.05505550555055506,-31036,-1106,15731,34812.65420791698
0.05520552055205521,-30235,-1112,15753,34110.83080196084
0.05535553555355536,-29536,-1070,15761,33495.21334459597
0.0555055505550555,-28909,-997,15770,32945.67027698784
0.05565556555655565,-28122,-907,15808,32273.24583923966
0.0558055805580558,-27038,-765,15879,31365.28829773449
0.055955595559555954,-25849,-683,15926,30368.977032491563
0.056105610561056105,-24566,-611,15966,29304.860228296602
0.056255625562556255,-23336,-611,15966,28281.714463589367
0.056405640564056406,-22583,-420,16026,27694.78227031222
0.056555655565556556,-22583,-420,16026,27694.78227031222
0.05670567056705671,-20248,-178,15912,25752.765521395948
0.05685568556855686,-20248,-178,15912,25752.765521395948
0.05700570057005701,-16706,-23,16155,23239.513549125764
0.05715571557155716,-16706,-23,16155,23239.513549125764
0.05730573057305731,-14500,-110,16138,21695.555858285818
0.05745574557455745,-14500,-110,16138,21695.555858285818
0.0576057605760576,-10795,62,16230,19492.2745979016
0.057755775577557754,-10795,62,16230,19492.2745979016
0.057905790579057904,-9112,169,16287,18663.426105621656
0.058055805580558055,-7662,27,16316,18025.504958252903
0.058205820582058206,-6055,-93,16383,17466.3780733156
0.058355835583558356,-4352,-135,16496,17060.953812726882
0.05850585058505851,-2786,-216,16593,16826.64853736477
0.05865586558655866,-1380,-340,16629,16689.626748372775
0.05880588058805881,26,-513,16622,16629.934726269974
0.05895589558955896,1652,-583,16660,16751.85341984582
0.05910591059105911,3446,-606,16778,17138.945008372015
0.05925592559255925,6330,-778,16827,17995.058016022067
0.0594059405940594,6330,-778,16827,17995.058016022067
0.059555955595559554,7760,-830,16826,18547.797065959072
0.059705970597059704,9404,-853,16880,19341.593135003124
0.059855985598559855,11025,-840,16920,20212.437383947537
0.060006000600060005,12486,-879,16928,21053.028784476595
0.060156015601560156,13780,-935,16925,21845.32558695338
0.06030603060306031,15168,-917,16937,22754.583758003573
0.06045604560456046,16766,-868,16979,23877.575693524668
0.06060606060606061,18127,-871,17032,24888.46708819167
0.06075607560756076,19223,-887,17060,25716.80575032599
0.06090609060906091,20556,-834,17098,26750.444781348964
0.06105610561056106,21938,-773,17185,27878.263898600286
0.0612061206120612,22984,-766,17268,28758.213365923828
0.061356135613561354,24011,-726,17307,29607.219491198426
0.061506150615061504,25219,-640,17359,30622.58059014622
0.061656165616561655,26144,-625,17414,31418.89172138317
0.061806180618061805,26754,-659,17397,31919.68680924047
0.061956195619561956,27734,-618,17370,32730.31591659329
0.062106210621062106,28887,-526,17409,33731.420456304535
0.06225622562256226,29485,-474,17445,34262.48569499884
0.06240624062406241,29965,-400,17448,34676.994232487916
0.06255625562556255,30800,-289,17458,35404.87657089063
0.0627062706270627,31334,-240,17442,35862.24365541007
0.06285628562856285,31474,-193,17397,35962.55738959619
0.063006300630063,31474,-193,17397,35962.55738959619
0.06315631563156315,32763,64,17486,37137.29205259856
0.0633063306330633,32763,64,17486,37137.29205259856
0.06345634563456345,32764,477,17498,37146.833364366335
0.0636063606360636,32764,477,17498,37146.833364366335
0.06375637563756376,32764,1102,17531,37175.66490326703
0.0639063906390639,32764,1102,17531,37175.66490326703
0.06405640564056406,32764,1776,17429,37153.7873304997
0.06420642064206421,32764,2135,17453,37183.93645110749
0.06435643564356436,32764,2472,17484,37219.35969357882
0.06450645064506451,32764,2847,17492,37249.90159718546
0.06465646564656466,32764,2847,17492,37249.90159718546
0.06480648064806481,32764,3342,17482,37286.31094651226
0.06495649564956496,32764,3342,17482,37286.31094651226
0.06510651065106511,31369,3556,17387,36041.18569081766
0.06525652565256526,31369,3556,17387,36041.18569081766
0.06540654065406541,29693,3337,17285,34519.285088193814
0.06555655565556556,29693,3337,17285,34519.285088193814
0.06570657065706571,27908,3000,17234,32937.32259914275
0.06585658565856585,27908,3000,17234,32937.32259914275
0.066006600660066,26718,2673,17186,31880.32385343662
0.06615661566156615,25413,2310,17113,30724.769128506076
0.0663066306630663,24320,2011,17080,29786.455327883512
0.06645664566456645,23186,1690,17067,28839.71541121722
0.0666066606660666,21859,1367,17049,27755.23321825994
0.06675667566756675,20484,1093,17021,26655.26863492469
0.0669066906690669,19105,783,16963,25560.858416727715
0.06705670567056705,17708,534,16915,24494.400278430985
0.0672067206720672,16246,400,16899,23445.01475793948
0.06735673567356736,14654,247,16864,22342.677122493624
0.0675067506750675,13118,86,16804,21318.155079649834
0.06765676567656766,11696,-41,16748,20427.76544314135
0.06780678067806781,10160,-160,16709,19556.12131788919
0.06795679567956796,8652,-246,16696,18806.22333165274
0.06810681068106811,7333,-356,16677,18221.469589470547
0.06825682568256826,5890,-480,16622,17641.24099943085
0.06840684068406841,4234,-526,16544,17085.29683675411
0.06855685568556856,2663,-562,16492,16715.06736450679
0.06870687068706871,1223,-618,16480,16536.86950423205
0.06885688568856886,-302,-638,16448,16463.139190324546
0.06900690069006901,-1899,-646,16380,16502.36095230013
0.06915691569156916,-3349,-654,16331,16683.676992797482
0.06930693069306931,-4659,-668,16314,16979.372809382567
0.06945694569456946,-6042,-699,16274,17373.46945776807
0.0696069606960696,-7534,-680,16199,17878.231372258277
0.06975697569756975,-8944,-658,16137,18461.605266065028
0.0699069906990699,-10312,-714,16091,19125.046954190726
0.07005700570057005,-11798,-754,16037,19923.520999060383
0.0702070207020702,-13204,-714,15977,20739.333186001906
0.07035703570357035,-14427,-645,15928,21500.12879031193
0.0705070507050705,-15764,-598,15896,22395.180642272124
0.07065706570657065,-17218,-625,15860,23417.722967872003
0.0708070807080708,-18511,-690,15821,24360.567768424447
0.07095709570957096,-19770,-739,15784,25308.76680124893
0.0711071107110711,-19770,-739,15784,25308.76680124893
0.07125712571257126,-22098,-795,15751,27148.62114362348
0.07140714071407141,-22098,-795,15751,27148.62114362348
0.07155715571557156,-24571,-938,15666,29155.40157500836
0.07170717071707171,-24571,-938,15666,29155.40157500836
0.07185718571857186,-26716,-1015,15576,30941.665388275404
0.07200720072007201,-26716,-1015,15576,30941.665388275404
0.07215721572157216,-28760,-1153,15563,32721.154900155954
0.07230723072307231,-28760,-1153,15563,32721.154900155954
0.07245724572457246,-30102,-1188,15477,33868.558826734865
0.07260726072607261,-30102,-1188,15477,33868.558826734865
0.07275727572757276,-30955,-1277,15458,34623.58326343477
0.07290729072907291,-31838,-1294,15421,35399.71639716906
0.07305730573057306,-32180,-1279,15410,35702.32962987149
0.07320732073207321,-32496,-1287,15424,35993.69612862786
0.07335733573357335,-32764,-1320,15426,36237.87482731293
0.0735073507350735,-32764,-1359,15446,36247.83432151499
0.07365736573657365,-32764,-1358,15484,36264.00579086651
0.0738073807380738,-32764,-1375,15490,36267.20861880605
0.07395739573957395,-32764,-1408,15502,36273.60147545319
0.0741074107410741,-32764,-1376,15574,36303.20299918452
0.07425742574257425,-32764,-1338,15634,36327.56385996727
0.0744074407440744,-32764,-1336,15624,36323.18774557101
0.07455745574557456,-32764,-1316,15594,36309.563313265004
0.0747074707470747,-32764,-1312,15594,36309.41855772411
0.07485748574857486,-32525,-1261,15616,36101.5955603073
0.075007500750075,-31992,-1181,15644,35631.69320983778
0.07515751575157516,-31242,-1207,15684,34978.66877112392
0.07530753075307531,-30382,-1180,15739,34237.03323887746
0.07545754575457546,-29643,-1063,15790,33602.998645954205
0.07560756075607561,-29053,-1000,15796,33084.59498014144
0.07575757575757576,-28320,-933,15764,32425.246105465412
0.07590759075907591,-27258,-824,15753,31493.40484926963
0.07605760576057606,-26019,-694,15800,30448.481029437247
0.07620762076207621,-24650,-551,15892,29333.969472268836
0.07635763576357636,-23400,-449,15968,28332.642393536116
0.07650765076507651,-22716,-436,15946,27757.551549083
0.07665766576657666,-22126,-402,15850,27220.286185123037
0.07680768076807681,-20649,-288,15866,26042.160067859193
0.07695769576957696,-18462,-165,16045,24460.472072304736
0.0771077107710771,-16743,-87,16196,23294.764089812114
0.07725772577257725,-15794,-108,16214,22635.2798966569
0.0774077407740774,-14743,-160,16180,21890.0445179995
0.07755775577557755,-14743,-160,16180,21890.0445179995
0.0777077707770777,-11199,-52,16298,19774.860530481623
0.07785778577857785,-11199,-52,16298,19774.860530481623
0.078007800780078,-7869,58,16415,18203.75648046304
0.07815781578157815,-7869,58,16415,18203.75648046304
0.0783078307830783,-4637,-167,16548,17186.214301002998
0.07845784578457846,-4637,-167,16548,17186.214301002998
